搜尋詞,Rank,coupom,relevancy ,tf-idf,relevancy ,semantic_model,relevancy 
囊面膜,1,"SEXYLOOK 西西露 超級仙人掌保濕面膜 膠囊安瓶1.5ml*3瓶+面膜26ml*3片, 1盒",2,"VELLA 蛋白質膠囊睡眠面膜, 2ml, 10個",2,"3天保濕精華面膜, 5入, 5個",2
囊面膜,2,"DEWYCEL 帝依聖 7提拉緊緻面膜 16g, 4片, 1盒",2,"DERMA:EL 提亮面膜+舒緩護理面膜, 10套, 1入",2,"3天保濕精華面膜, 5入, 3個",2
囊面膜,3,"SEXYLOOK 西西露 超級仙人掌亮白面膜 膠囊安瓶1.5ml*3+面膜26ml*3, 1盒",2,"VT COSMETICS Progloss黃金蜂蜜精華膠囊面膜, 1盒, 10入",2,Mestocosti 面膜類型睡眠面膜花粉色,2
囊面膜,4,"d'Alba 保濕面膜精華12片*2盒+贈品包4ml*3包, 1組",2,"Unkown 低分子玻尿酸1%原液 250ml 3入+膠囊面膜紙 30入, 1套",2,"KWAILNARA 綠茶面膜 20入+菜籽蜂蜜面膜 20入 + 火山灰面膜 20入+蘆薈面膜 40入, 1套",2
囊面膜,5,"d'Alba 白松露鎮靜補水雙效面膜, 4片, 1盒",2,"NEURADERM 緊緻面膜 片狀面膜, 5片, 1盒",2,"緊緻亮白保濕面膜, 1件, 101入",2
囊面膜,6,"VT COSMETICS Super Hyalon 超級玻尿酸保濕膠囊面膜, 7.5g, 10個, 1盒",2,"保濕護理面膜, 1個, 1個",2,"保濕精華面膜, 4件, 1個",2
囊面膜,7,"ISOI 伊所愛 保加利亞玫瑰淡斑修護面膜組, 10片, 20ml, 1盒",2,"舒緩保濕面膜, 1個, 5入",2,"3天保濕精華面膜, 5入, 2個",2
囊面膜,8,"WELLAGE 唯拉珠 真正的透明質酸藍色安瓶面膜, 5個, 1入",2,"保濕面膜 30ml, 1個, 8入",2,"Silcot 絲花 亮膚面膜面膜 30ml, 6個, 10入",2
囊面膜,9,"WELLAGE 唯拉珠 玻尿酸安瓶面膜, 1片, 10片",2,"護理精華面膜, 5片, 1盒",2,"緊緻紫色面膜, 8克, 1個",2
囊面膜,10,"Masking 膜靚 肌優人氣面膜 1號套組, 1組",2,"深層保濕面膜, 5片, 2盒",2,"保濕舒緩面膜 25ml 5入+彈性亮白面膜組 25ml 5入, 1套",2
四驅動力,1,"STANLEY Jr. 組裝工程車 002-SY, 鏟土機, 1個",2,,2,"TAMIYA 英倫復古四驅車+馬達電池, 混色, 1套",2
四驅動力,2,"Ebisu DiAMOND 機械安裝準確水平器, 1個",2,,2,"電動兩用驅動器 MT-6150E, 1個",2
四驅動力,3,"8IN1 驅動器套件 AKISD0901, 1組",2,,2,"英雄隱形雙向驅動器 6 x 150, 1個",2
四驅動力,4,"ALLIED GROUP 機械套筒組 40 種, 1個",2,,2,"MITO 電動兩用驅動器 MT-6100E, 1個",2
四驅動力,5,"Danong 驅動器組件類型絲錐適配器 3064, 1個, 原廠產品(不含電池)",2,,2,"通用驅動套件, 1套",2
四驅動力,6,"HANDY MAN 精密驅動器位組 23p, 1套",2,,2,"簡單的精密鋁驅動器套件, 1套",2
四驅動力,7,"Koken 1/2SQ 衝擊萬向節 14770-B, 1個",2,,2,"VESSEL 星驅動器5400TX T30H-120, 1個",2
四驅動力,8,"HANSUWI 多用途替換迷你螺絲刀工具套組, driver套裝",2,,2,"60in1 多驅動組, 1套",2
四驅動力,9,"Koken 球型連桿 PK3763 6款組, 1套",2,,2,"VESSEL 星驅動器5400TX T20H-120, 1個",2
四驅動力,10,"Koken 1/2SQ 12 件套長插座 10 種 + 導軌組 RS4305A/10, 1套",2,,2,"VESSEL 哈克驅動器 100 6- 6 x 100 毫米, 1個",2
垃圾桶,1,"Nature Living 踏板按壓兩用垃圾桶, 灰色",2,"多功能垃圾桶 白色, 1個",2,"簡約風格造型垃圾桶, 藍色, 1個",2
垃圾桶,2,"FAmILyLIFE 生活 雙面掀蓋夾縫型直立 吊掛2用垃圾桶 YG-109, 白色",2,"多功能垃圾桶 藍色, 1個",2,"簡約風格橢圓形垃圾桶, 綠色, 1個",2
垃圾桶,3,"現代風感應式垃圾桶, 霧藍色, 16L, 1個",2,"迷你垃圾桶, 白色的, 2個",2,"簡約橢圓形無蓋垃圾桶, 藍色, 1個",2
垃圾桶,4,"NATURE LIVING 踏板按壓兩用垃圾桶, 米色",2,"簡約垃圾桶, 白色的, 1個",2,"簡約風格橢圓形垃圾桶, 1個, 白色",2
垃圾桶,5,"Comet Home觸摸垃圾桶10L, 白色, 1個",2,"簡約垃圾桶 8L, 黑色（垃圾桶），白色 M（標誌）, 1個",2,"多用途翻蓋式垃圾桶, 橘子, 1個",2
垃圾桶,6,"Nature Living 可摺疊式分類回收箱 3個, 粉色 + 墨綠色 + 灰色",2,"迷你垃圾桶, 粉色的, 2個",2,"簡約風格雙色圓形垃圾桶, 綠色 棕色, 1 個",2
垃圾桶,7,"西格傢飾 現代風感應式垃圾桶, 灰白色",2,"車用垃圾桶, 黑色, 1個",2,"簡約風格搖蓋式垃圾桶 8L, 棕色的, 1個",2
垃圾桶,8,"SHABATH Scandina字樣 圓形開口式垃圾桶, 灰色",2,"垃圾桶 10L, 粉色的",2,"歐式風格垃圾桶, 卡其色, 2個",2
垃圾桶,9,"不鏽鋼腳踏式垃圾桶 20L, 銀色",2,"多功能掛式垃圾桶, 白色的",2,"簡約圓形垃圾桶 L號, 藍色, 1個",2
垃圾桶,10,"FAmILyLIFE 生活 15L 簡約風彈蓋垃圾桶, 白色",2,"多功能迷你垃圾桶, 粉色的, 1個",2,"簡約圓形垃圾桶 S號, 綠色, 1個",2
壁掛碟盤架,1,"Living Soop 可調寬度置盤架 33.5cm*13cm*10.5cm, 白色, 1個",2,"Living Core 盤架, 單色",2,"壁掛式不鏽鋼廚房收納碗碟架, 混色",2
壁掛碟盤架,2,"Block Mart 立式款餐盤鍋蓋放置架 白色, 2件",2,"可變盤架, 金子",2,"多功能壁掛式儲物架, 橄欖",2
壁掛碟盤架,3,"ENEX 壁掛式單層廚房碗盤架, 1組",2,"Yamazaki 碗盤架, 單色",2,"壁掛式廚房儲物架, 銀A",2
壁掛碟盤架,4,"MONACO OLIVE 壁掛式碗盤瀝水架+密封固定膠, 混色",2,"1層壁掛式盤架, 金子",2,"壁掛式置物架 粉色, 1個",2
壁掛碟盤架,5,"ENEX 壁掛式單層廚房碗盤架, 鍍鉻拋光 黑色",2,"honey can do 盤架, 白色的",2,"書架鄉村墻盤掛架, 白色, 1件",2
壁掛碟盤架,6,"1層壁掛式盤架, 金子",2,"iDESIGN 氧化鋁皂碟皂碟, 1個, 金屬的",2,"3合1壁掛式儲物架, 白色",2
壁掛碟盤架,7,"MONACO OLIVE 雙層壁掛式碗盤瀝水架, 黑色的",2,"iDESIGN Haley 肥皂碟 肥皂碟, 1個, 透明+金屬",2,"壁掛式廚房壁架 DD050, 單色, 一層",2
壁掛碟盤架,8,"HANSSEM 懸吊式收納架, 白色",2,"iDESIGN Pombu 肥皂碟 肥皂碟, 1個, 自然+透明",2,"多功能壁掛式儲物架, 象牙",2
壁掛碟盤架,9,"stopia 壁掛式不鏽鋼瀝水碗盤架, 1 個",2,"ENEX 掛勾式碗盤架, 黑色的",2,"單層壁掛式收納盤 A L19, 1個",2
壁掛碟盤架,10,"STA AMI 吊掛式餐盤架, 單色",2,"壁掛浴室鞋架 藍色, 1個",2,"法式3孔壁式掛架, 單色",2
壁掛鞋架,1,"FAmILyLIFE 生活 航太鋁50公分無痕壁掛式鞋架 無痕貼款 A-261-BK 50 x 6.5 x 8.4cm 100g, 極簡黑, 1個",2,"壁掛浴室鞋架 藍色, 1個",2,"免打孔壁掛式鞋架 RC-765 藍色, 5個",2
壁掛鞋架,2,"FAmILyLIFE 生活 航太鋁30公分無痕壁掛式鞋架 無痕貼款, 簡約白, 1個",2,"壁掛浴室鞋架 粉色, 1個",2,"ANTS 壁掛式簡易鞋架 藍色, 1個",2
壁掛鞋架,3,"MONACO OLIVE 免打孔壁掛式拖鞋架 灰色, 1個",2,"壁掛旋轉鞋架 灰色, 5個",2,"壁掛式拖鞋架, 深藍色, 3入",2
壁掛鞋架,4,"Yehome 壁掛式鞋架拖鞋鞋收納盒, 單色, 2個",2,"鞋架 鞋架 黑色, 1個",2,"EVER HOUSE 壁掛式鞋架 27.5cm*9.5cm, 3個, 白色的",2
壁掛鞋架,5,"FAmILyLIFE 生活 航太鋁 70公分無痕壁掛式鞋架 無痕貼款, 極簡黑, 1個",2,"鞋架 3, 4個",2,"壁掛式浴室鞋架, 黑色的, 1個",2
壁掛鞋架,6,"優木衛浴拖鞋掛架壁掛式, 象牙白, 1個",2,"裂縫壁掛浴室鞋烘乾室內鞋架白色, 1個",2,"brwd 壁掛式鞋拖鞋架收納盒, 白色的",2
壁掛鞋架,7,"FAmILyLIFE 生活 航太鋁50公分無痕壁掛式鞋架 無痕貼款 A261-W 50 x 6.5 x 8.4cm 100g, 簡約白, 1個",2,"裂縫壁掛浴室鞋烘乾室內鞋架黑色, 1個",2,"Yehome 壁掛式鞋架拖鞋鞋收納盒, 單色, 2個",2
壁掛鞋架,8,"FAmILyLIFE 生活 航太鋁30公分無痕壁掛式鞋架 無痕貼款, 極簡黑, 1個",2,"5層鞋架, 1個",2,"可調收納鞋架, 8個, 粉色",2
壁掛鞋架,9,"免打孔黏貼式多功能壁掛收納鞋架 C款, 單一顏色, 1入",2,"3層鞋架, 2個",2,"可調整高度收納鞋架 粉色 2入, 1個",2
壁掛鞋架,10,"FAmILyLIFE 生活 航太鋁 70公分無痕壁掛式鞋架 無痕貼款, 簡約白, 1個",2,"Bandideco室內鞋架鞋架, 1個, 白色的",2,"可調整高度收納鞋架 綠色 2入, 1個",2
寶寶背帶,1,"Gabesy 嘉貝星 嬰兒背巾豪華款12種背法, 牛仔藍, 1個",2,"護肩帶 黑色, 1個",2,"YM Mama 嬰兒背帶套 適合所有季節, 灰色",2
寶寶背帶,2,"GOOSEKET 嬰兒素色背帶, 黑色",2,"護肩帶 灰色, 1個",2,Babyism 熊/兔嬰兒背帶,2
寶寶背帶,3,"nac nac 腰凳式減壓嬰兒揹帶, 睿智藍, 1個",2,"護肩帶 黑色, 2個",2,"mom's bebe 小熊圖案嬰兒背帶 7分款, 棕色",2
寶寶背帶,4,"Konny 夏季嬰兒背巾 附束帶 + 環保收納袋, 黑色",2,"nawanis 綁帶型揹帶, 灰色兔子款",2,"夏季嬰兒背帶套, ATB UV+功能米色",2
寶寶背帶,5,"YODA 優的寶貝 儲物座椅式揹帶 透氣款 550g, 碧湖藍, 1個",2,"JOY MULTI 攜帶式吊帶揹帶, 海軍藍(粉色)",2,"GOOSEKET 嬰兒素色背帶, 薄荷綠",2
寶寶背帶,6,"Born Boon 孩童輕巧坐墊式斜揹帶, 黑色",2,"JOY MULTI 攜帶式吊帶揹帶, 豌豆款",2,"適合所有季節的嬰兒背帶套, 黑色",2
寶寶背帶,7,"PUKU 藍色企鵝 Lite多功能環抱背巾, 藍色, 1個",2,"JOY MULTI 攜帶式吊帶揹帶, 海軍藍(天藍色)",2,"Konny 透氣網眼嬰兒背帶, 米色",2
寶寶背帶,8,"Gabesy 嘉貝星 嬰兒背巾豪華款12種背法, 水晶粉, 1個",2,"JOY MULTI 攜帶式格紋高級吊帶揹帶, 棕色",2,"GOOSEKET 嬰兒素色背帶, 黑色",2
寶寶背帶,9,"Konny 夏季嬰兒背巾 附束帶 + 環保收納袋, 木炭灰",2,"FaSoLa 鏤空扣帶 魔術貼錶帶 灰色 5m, 1個",2,"Cony 新款 Flex 尺寸可調節嬰兒背帶, 炭灰色",2
寶寶背帶,10,"PUKU 藍色企鵝 Triple + 三合一全方位腰凳揹巾 15kg, 銀灰色",2,"i-MATE 帶扣式環形束帶 隨機出貨, 隨機顏色, 10個",2,"ergobaby 全階段四式透氣嬰兒背帶, 石墨灰, 1個",2
帽子掛鉤,1,"Comet Home 帽子收納掛鉤, Clova White, 2件",2,"帽子掛鉤衣架, 白色, 1組",2,"帽子收納掛勾 5入, 綠色, 1個",2
帽子掛鉤,2,"comet 居家門後掛勾 10勾, 混色, 1入, 衣架",2,"帽子掛鉤衣架, 白色, 2組",2,"帽子收納掛勾, 白色 灰色, 5個",2
帽子掛鉤,3,"Comet Home 帽子收納掛鉤, 黑色, 2件",2,"包 帽子 掛鉤 拱形 衣架, 白色的, 1個",2,"comet 家用帽子收納掛鉤, 白色, 1入",2
帽子掛鉤,4,"comet 居家門後掛勾 10勾 47 x 23 x 4.3cm, 1個",2,"Shopping Joy 空間利用帽子掛架 2ea + 透明掛鉤, 橙色（帽子衣架）, 1套",2,"帽子掛鉤衣架, 黑色, 2組",2
帽子掛鉤,5,"comet 家用帽子收納掛鉤, 白色, 1入",2,"雲牆掛鉤掛鉤, 混色, 1個",2,"帽子掛鉤衣架, 白色, 1組",2
帽子掛鉤,6,"comet 帽子收納架, 白色, 2個",2,"所有商品玩具模型掛鉤圍裙袋帽子掛鉤 3 件套, 黃色+藍色+粉色, 1套",2,"掛鉤式帽架, 單色, 1個",2
帽子掛鉤,7,"Happy J 衣架式多功能帽子衣架, 2灰色, 2個",2,"掛牆 手提包 包 帽子 衣架 掛鉤, 1個, 白色設計 2",2,"掛鉤式帽鉤衣架套組, 混色, 1組",2
帽子掛鉤,8,"Market Plan Slim Wire 帽子收納衣架, 1個, 黑色",2,"掛牆 手提包 包 帽子 衣架 掛鉤, 1個, 白色設計 1",2,"輕快風格多用途全能掛鉤掛鉤掛鉤支架附件類型 4p, 白色, 1組",2
帽子掛鉤,9,"Comet 門掛式衣架, 白色, 1個, 門後掛鉤",2,"掛牆 手提包 包 帽子 衣架 掛鉤, 1個, 白色設計 3",2,"多功能掛鉤, 3入, 03 綠色",2
帽子掛鉤,10,"Green Bell 綠貝 304無痕三連掛勾, 1個",2,"帽子收納架, 6個, 粉色",2,"高度可調多用途掛鉤, 單品, 1個",2
彈力霜,1,"Easydew 亮白緊緻潤膚霜, 50ml, 2個",2,"TOPCLASS 提升彈力霜, 100ml, 1個",2,"LANCOME 蘭蔻 Renergy 多重提拉緊緻提拉霜 SPF15, 1個, 50ml",2
彈力霜,2,"APLB 抗衰老重啟營養霜, 70ml, 1罐",2,"VIBAS Biome膠原蛋白彈力霜, 1個",2,"7胜肽亮白護理撫紋霜, 1入",2
彈力霜,3,"MISSHA 初拱辰 Geumsul 沙蔘緊緻亮顏霜, 60ml, 2罐",2,"VIBAS Biome膠原蛋白彈力霜, 2個",2,"撫紋彈力面霜, 80ml, 1入",2
彈力霜,4,"AHC 逆齡保養面霜, 50ml, 1罐",2,"VIBAS Biome膠原蛋白彈力霜, 3個",2,"LANCOME 蘭蔻 撫紋晚霜, 1個, 30ml",2
彈力霜,5,"TONYMOLY Premium RX 奢華燕窩黃金滋潤面霜, 45ml, 1罐",2,"VIBAS Biome膠原蛋白彈力霜, 4個",2,"胜肽7護理霜, 1入",2
彈力霜,6,"TONYMOLY Wonder 神經醯胺滋潤保濕霜, 300ml, 1罐",2,"THEPIU 彈力緊緻霜, 50ml, 1入",2,"格蕾絲日蝸牛霜, 50ml, 4個",2
彈力霜,7,"AHC Supreme Real極致彈力全臉眼霜, 30ml, 2個",2,"VIBAS Biome膠原蛋白彈力霜, 6個",2,"crazy skin 牛奶提亮霜, 300g, 混色, 1瓶",2
彈力霜,8,"RAVIEL 針葉櫻桃撫紋亮白霜, 50ml, 1條",2,"VIBAS Biome膠原蛋白彈力霜, 5個",2,"LANEIGE 蘭芝 完美新生賦活乳霜, 50ml, 1罐",2
彈力霜,9,"TONYMOLY Wonder 水潤保濕霜, 300ml, 1罐",2,"TOPCLASS 皇家強化彈力霜, 2個, 50ml",2,"YONKA 男士抗皺保濕凝霜, 1個, 40ml",2
彈力霜,10,"TONYMOLY 綠茶保濕霜, 100ml, 1罐",2,"HYGGEE 彈力賦活護理霜, 50ml, 1個",2,"玻尿酸保濕霜, 50ml, 1入",2
手作花,1,"信誼 巧手編織器, 形狀篇, 1盒",2,,2,"聽花紙花DIY製作3朵玫瑰套組b10, 一個",2
手作花,2,"HAPPY BEARS HANDIS 長方形手工皮革標籤, 深棕色, 8件",2,,2,"聽花紙花DIY製作3朵玫瑰套組b10, D",2
手作花,3,"2Youngdesign DIY12款奶油膠手工裝飾材料包 14歲以上, 款式隨機, 1組",2,,2,"手作刺繡DIY組 20cm, 1套, 向日葵田 (n63)",2
手作花,4,"5 種手工標籤 x 4p 套裝 1 標籤, 淺米色、芥末色、駝色、灰色、薄荷天空色, 1組",2,,2,"聽花紙花DIY套組b1, 紫色的",2
手作花,5,"STUPID 裝飾玫瑰 50入, 1組",2,,2,"聽花紙花DIY製作套組b12, D",2
手作花,6,"Uniart 扇子手作組, 西瓜波, 10套",2,,2,"繡球花人工花束 2p, 粉色的",2
手作花,7,"2Youngdesign DIY手作裝飾組, 隨機出貨, 1組",2,,2,【快樂設計】小作坊韓吉花春花,2
手作花,8,"Kohas iD 刺繡手工標籤, 巧克力棕色, 20件",2,,2,"ARTJOY DIY繪畫畫作 40*30cm, 陽光的花瓶",2
手作花,9,"如何製作Uniart Samogwandae DIY638, 混色, 10個",2,,2,"人造玫瑰花束, 粉色的",2
手作花,10,"Uniart 康乃馨手機製作套組, 混色, 10套",2,,2,"手作刺繡DIY組 20cm, 1套, 花鹿 (n53)",2
指震環,1,"O 型環套件, 銀, 1組",2,,2,"智能指環指法架, 黑色, 3個",2
指震環,2,"Black-Bull 磁化環MAG-1, 1個, 主商品",2,,2,"momostick 智能手機指環, 透明玫瑰金, 1個",2
指震環,3,"SINJIMORU 智能戒指 Ringo 迷你支架, 金屬黑, 1個",2,,2,"momostick 智能手機指環, 黑色牛仔布, 1個",2
指震環,4,"SINJIMORU 可拆卸 Ringo 智能戒指手機支架, 1個, 香檳金",2,,2,"momostick 智能手機指環, 海軍藍牛仔布, 1個",2
指震環,5,"HOME RIMIUM 復古優質手機指環扣, 1個, 金幣",2,,2,"三指震動, 透明黑色, 1個",2
指震環,6,"TELESIN 磁力凸輪頸掛式, 1個, 360度清晰度",2,,2,"LOVEDOLL 大拇指環震動+12檔雙高速彩蛋隨機出貨, 混色, 1套",2
指震環,7,"Galaxy z翻轉環彈簧錶帶超, 單色, 2個",2,,2,"momostick 智能手機指環, 黑色的熊, 1個",2
指震環,8,"D 形環 15mm, 10個, 古董金",2,,2,"momostick 智能指環手機支架手指夾 + 夾子 2p, 摩羯座, 1套",2
指震環,9,"包多用途指環（Carabandits）, 黃色, 藍色, 灰色",2,,2,"ARMS 指環王 1 2p, 單色, 1套",2
指震環,10,"BabolaT 握把訂製環, 10入",2,,2,"MERCURY 黏貼型指環手機支架, 亮粉色, 2件",2
收納整理袋,1,BASE ALPHA ESSENTIALS 旅行袋組 網狀袋*1個+拉鍊袋*3個+束口袋*1個,2,"收納整理籃 S號, 白色",2,"TCR 快速整理收納袋, 灰粉色, 1個",2
收納整理袋,2,MARCO POLO 旅行收納袋8件組 MP5050,2,"手提衣物棉被收納整理袋, 中, 米色",2,"壁掛式3層整理收納袋 象牙白色, 象牙白, 1個",2
收納整理袋,3,"OMORY 全功能標記收拾 繽紛海洋萬用收納袋, 漾綠色, 1個",2,"床底衣物收納整理箱, 混色, 1個",2,"TCR 快速整理收納袋, 灰色的天空, 1個",2
收納整理袋,4,comet 旅行收納袋8件組,2,"床底棉被收納整理箱, 混色, 1個",2,"清潔格子提手移動多用途收納袋 M, 暖灰色, 1個",2
收納整理袋,5,"百特兔 大容量防水牛津布收納袋 72L, 單色, 1個",2,"床底收納整理箱, 半透明, 2個",2,"簡約網狀收納袋綠色, 2個",2
收納整理袋,6,"百特兔 棉麻棉被整理袋, 1入, 1個",2,"床底收納整理箱, 基本款, 2個",2,"間約風格不織布收納袋 1號+2號+3號, 1套",2
收納整理袋,7,"comet 衣物壓縮袋, 4個, 1組",2,"床底收納整理箱, 基本型, 2個",2,簡約網眼收納袋 2入,2
收納整理袋,8,BASE ALPHA ESSENTIALS 旅行袋組,2,"honey can do 收納袋 收納整理, 2件",2,"多用途收納袋 23*15.5cm 4入組, 2組, 條紋混合",2
收納整理袋,9,DOSSY 旅行壓縮收納包組,2,"JNC 衣物收納整理箱 53L, 單色, 1入",2,多用途透明亮面收納袋,2
收納整理袋,10,"Skater 餐具收納袋 21 x 10.5cm, Hello Kitty, 1個",2,"aryko PVC防水被子被套衣服收納整理袋防滑熊, 2件",2,"日常朋友多用途透明收納袋半開放式基本款, 1個, 透明",2
收納筐,1,"NATURE LIVING 藤編收納籃 M號 26*17*16cm, 1個",2,"可折疊束口收納筐, 粉色的, 1個",2,"Daiso 花式迷你籃筐（49326）, 5 個, 綠色",2
收納筐,2,"NATURE LIVING 藤編收納籃 M號 26*17*16cm, 1個",2,"可折疊束口收納筐, 黃色的, 1個",2,"青年小號北歐布藝大籃筐, 1個, 白色 粉色",2
收納筐,3,"ANTS 置物收納籃, 藍色, 2個",2,"可折疊圓形束口收納筐, 粉色的, 1個",2,"Leon tidy 多用途折疊籃筐小, 灰色, 1個",2
收納筐,4,"MARKET B 摺疊收納籃 18L, 兩色米色, 1個",2,"青少年小塑料收納筐筐子Ｍ尺寸, 單一顏色, 3個",2,"可折疊圓形束口收納筐, 粉色的, 1個",2
收納筐,5,"CASAMARU 內衣收納盒組, 象牙白, 1組",2,,2,"可折疊束口收納筐, 粉色的, 1個",2
收納筐,6,"Casamaru 內衣收納盒組, 象牙白, 1組",2,,2,"鏤空收納籃子 灰色 L號, 2個",2
收納筐,7,"CASAMARU 內衣收納盒組, 灰色, 1組",2,,2,"多功能儲物收納籃 灰色 M Z01, 2個",2
收納筐,8,"comet Home 衣物整理盒, 2個, 單一顏色",2,,2,"多功能收納籃 L號, 檢查灰色, 1個",2
收納筐,9,"多層收納盒 粉紅色 34*21.6*15.2cm, 1個",2,,2,"iDESIGN Classico 可堆疊籃筐 20.3 x 25.4 x 19.7cm, 1個, 啞光黑",2
收納筐,10,"MYWONY 15格矽膠襪子分隔收納箱附蓋 灰色, 1個",2,,2,"北歐圓形鐵筐小號, 深藍色, 1個",2
敏感牙刷,1,"SENSODYNE 舒酸定 潔淨清新 抗敏軟毛牙刷 顏色隨機, 3支, 2組",2,"敏感牙刷4件套裝, 2組",2,"敏感牙刷4件套裝, 6組",2
敏感牙刷,2,"Colgate 高露潔 高密細絲護齦牙刷 顏色隨機, 3支",2,"敏感牙刷4件套裝, 3組",2,"敏感牙刷4件套裝, 3組",2
敏感牙刷,3,"SENSODYNE 舒酸定 深層潔淨 抗敏纖柔毛牙刷, 3支, 2組",2,"敏感牙刷4件套裝, 6組",2,"敏感牙刷4件套裝, 2組",2
敏感牙刷,4,"SENSODYNE 舒酸定 專業修復抗敏牙刷 超軟毛 顏色隨機, 3支, 1組",2,"敏感牙刷4件套裝, 5組",2,"LG 敏感超細牙刷, 6入, 5個",2
敏感牙刷,5,"REACH 麗奇 14°牙周對策牙刷 敏感專用軟毛 顏色隨機, 3支",2,"LG 敏感超細牙刷, 6入, 1個",2,"LG 敏感超細牙刷, 6入, 3個",2
敏感牙刷,6,"SENSODYNE 舒酸定 深層潔淨 抗敏纖柔毛牙刷, 3支, 1組",2,"敏感牙刷4件套裝, 4組",2,"LG 敏感超細牙刷, 6入, 6個",2
敏感牙刷,7,"Colgate 高露潔 高密細絲護齦牙刷 顏色隨機, 6支",2,"LG 敏感超細牙刷, 6入, 2個",2,"LG 敏感超細牙刷, 6入, 4個",2
敏感牙刷,8,"SENSODYNE 舒酸定 專業修復抗敏牙刷 超軟毛 顏色隨機, 3支, 3組",2,"LG 敏感超細牙刷, 6入, 3個",2,"微笑牙科通用型敏感全細頭牙刷, 1入, 40個",2
敏感牙刷,9,"Skater TOTORO 小學生用牙刷 附蓋, 3支, 1組",2,"LG 敏感超細牙刷, 6入, 4個",2,"微笑牙科通用型敏感全細頭牙刷, 1入, 30個",2
敏感牙刷,10,"SENSODYNE 舒酸定 深層潔淨抗敏纖柔毛牙刷, 2支",2,"LG 敏感超細牙刷, 6入, 5個",2,"微笑牙科通用型敏感全細頭牙刷, 1入, 20個",2
散熱設,1,"E-books C1 薄型筆電散熱底座, E-PCH193, 1個",2,,2,"鋁製散熱器 藍色, 691",2
散熱設,2,"ESENSE 逸盛 E-C11 冷光五風扇筆電散熱墊 22-WNF011BK 380 x 290 x 32mm, 黑色",2,,2,"AONE ReadCool RH-1 ARGB 內存散熱器黑色 4p + 控制器電纜組, 1套",2
散熱設,3,"Home Planet 筆記型電腦金屬散熱支架, 黑色",2,,2,"Coms 主機散熱器鋁 37*38*24mm 金色, BD064",2
散熱設,4,"JOYTRON 手機用散熱器, 風冷38, 1個",2,,2,"AONE ReadCool ARGB 內存散熱器, RH-1 EVO（白色）",2
散熱設,5,"Leto 鐵製雙風扇電風扇散熱架 LCS-S01, 黑色",2,,2,"Comtu 散熱器 藍色, 1個",2
散熱設,6,"攜帶式筆電支架+散熱風扇, 支架（灰色）、冷卻風扇（灰色）",2,,2,AONE 一體式散熱器 STORM 15-LED 120 紅色,2
散熱設,7,"Earlybot 筆記本電腦散熱器 K8 PRO, 黑色",2,,2,"ID-COOLING 散熱器 WF-12025-XT CPU 綠色, 單品",2
散熱設,8,"麗格小達桌上型散熱風扇, F1",2,,2,"ID-COOLING 彩虹CPU散熱器 DK-03, 單品",2
散熱設,9,"ABKO NCORE 筆記本散熱墊支架 NC30, 混色",2,,2,"AONE 120 LED WHITE系統散熱器黑色, 單品",2
散熱設,10,"3RSYS CPU 散熱器 Socool RC410 ARGB, 索酷 RC410 ARGB",2,,2,"ID-COOLING CPU散熱器, SE-224-XT",2
整蒜,1,"CHEF'S CHOICE 美味大師 大蒜麵包醬 強蒜味, 470g, 1罐",2,,2,"TTF 整個黑蒜, 2個, 500g",2
整蒜,2,"黑蒜將軍 去皮黑蒜仁, 150g, 1罐",2,,2,"蒜頭保健丸, 1包, 600g",2
整蒜,3,"龍宏 蒜頭辣椒, 380g, 1罐",2,,2,"THAI CHOICE 泰式精選蒜泥, 110克, 1個",2
整蒜,4,"DoGa 香酥蒜粒, 30g, 1包",2,,2,"黑蒜頭, 200g, 2包",2
整蒜,5,"小磨坊 香蒜粒, 1kg, 1包",2,,2,"Cheongang 發酵黑蒜頭, 300g, 1個",2
整蒜,6,"GENIAL 蒜蓉, 銀色, 1個",2,,2,"GGOMI 手動蒜泥器, 混色, 1個",2
整蒜,7,"DoGa 香酥蒜粒, 30g, 2包",2,,2,"Kyolic 陳蒜萃取膠囊, 2罐, 300顆",2
整蒜,8,"多功能大蒜切碎機, 1個, 綠色",2,,2,"Jamie Oliver 壓蒜器, 1個, 銀",2
整蒜,9,"CHUNG WOO FOOD 大蒜醬油, 1.05kg, 1罐",2,,2,"Saetbyeol 丹陽黑蒜 整粒黑蒜, 1罐, 1kg",2
整蒜,10,"DoGa 香酥蒜粒, 30g, 3包",2,,2,"黑蒜將軍 養生黑蒜頭, 200g, 1包",2
斑,1,"WONJIN EFFECT 淡斑美白精華, 50g, 1瓶",2,"Cat 多用途掛鉤衣架, 1個, 斑",2,"RUBY REEF 觀賞魚白斑病藥劑, 1個, 1L",2
斑,2,"ISOI 淡斑護理精華 25ml+緊緻眼部濃縮精華 3ml 2入, 1組",2,"NINSHOP 多功能收納盒 66L, 2個, 斑",2,"So Natural 黃色 Cica 斑點粉, 17ml, 3個",2
斑,3,"PAUL MEDISON Biome 魚腥草斑安瓶, 1個, 30ml",2,"Ninshop 多用途整理盒, 4個, 斑",2,"Carcass 優質斑馬銼套裝斑馬 3 種 + 緩衝 3 向光學銼 + 砂磨塊 + 木棒 10p, 3種斑馬+3向墊+光學銼刀+砂磨塊+10根木棍, 6組",2
